ID,id2,Macroarea,counts_wals,Longitude,Latitude
bdw,baha1258,Multinesia,7,132.6666667,-3.166666667
abh,baha1259,Eurasia,1,50.5,26
NA,baha1260,North America,0,-77.390587,25.032149
NA,bahi1252,Eurasia,0,86.3949,27.3323
bhn,bahi1254,Multinesia,4,142.8333333,-4.583333333
bpb,bahn1262,Eurasia,2,108.3333333,13.83333333
NA,baho1237,Multinesia,0,121.707,-2.22572
NA,baib1251,Multinesia,0,141.345,-3.42672
NA,baii1251,Africa,0,26.48246,7.57221
NA,baik1238,Multinesia,0,124.256,-9.32991
NA,baim1244,Eurasia,0,103.952,33.1001
NA,baim1245,Multinesia,0,145.606,-5.18943
NA,bain1259,Africa,0,-16.0586,12.3128
NA,bain1260,Africa,0,-15.9969,12.5053
NA,bain1261,Africa,0,-16.229,12.8672
NA,bais1242,Africa,0,10.7684,7.38023
bys,bais1246,Africa,3,37.75,6.25
NA,baja1265,North America,0,-59.5346,13.1365
NA,baje1238,Eurasia,0,42.9867,33.9498
bak,baka1272,Africa,37,13.58333333,2.583333333
NA,baka1273,Africa,0,9.80402,4.79991
bka,baka1274,Africa,29,29.25,4.833333333
bki,baka1277,South America,13,-55,-14
NA,bakh1245,Eurasia,0,49.7713,32.0163
NA,baki1244,Multinesia,0,168.165,-16.7096
NA,bako1249,Africa,0,9.99905,3.56518
NA,bako1250,Africa,0,8.97387,4.43654
NA,bakp1238,Africa,0,8.26321,5.26756
NA,baku1263,Multinesia,0,114.77,-1.98842
NA,bakw1243,Africa,0,-6.51077,5.23123
blz,bala1300,Africa,23,-15.33333333,12.25
NA,bala1301,Africa,0,-15.3221,11.8203
NA,bala1302,Africa,0,-15.6658,12.5382
NA,bala1306,Multinesia,0,110.913,1.33476
blg,bala1310,Multinesia,4,121.1666667,17.16666667
sbg,bala1311,Multinesia,3,121.8333333,6.166666667
NA,bala1314,Multinesia,0,119.689,-0.05644
blk,bala1315,Multinesia,4,123.25,-0.833333333
NA,bala1316,Multinesia,0,164.2,-20.25
NA,bald1241,Africa,0,14.4674,10.9078
NA,bali1245,Africa,0,11.2952,8.81345
NA,bali1274,Africa,0,26.5941,1.1807
bal,bali1278,Multinesia,14,115.25,-8.333333333
NA,bali1279,Multinesia,0,114.648391,-8.355884
bvi,bali1280,Multinesia,33,149.1166667,-4.9
rav,balk1252,Eurasia,4,23.58333333,38
NA,balk1254,Eurasia,0,24.44567,41.170545
NA,balo1261,Africa,0,18.1266,0.93777
NA,balo1264,Africa,0,9.69365,6.12552
rnr,balt1257,Eurasia,3,38,60
blt,balt1258,Eurasia,29,76,35
NA,balu1257,Multinesia,0,147.282,-2.5604
NA,bama1249,Africa,0,-8.00136,12.651
NA,bama1251,Africa,0,10.4567,5.91327
NA,bamb1262,Africa,0,34.6522,9.82554
NA,bamb1265,Africa,0,10.544,5.861
mbi,bamb1266,Africa,31,10.2,6.116666667
bam,bamb1269,Africa,90,-7.5,12.5
bbm,bamb1270,Multinesia,4,119.0833333,-3.083333333
NA,bame1260,Africa,0,10.3302,5.77049
bmn,bamu1253,Africa,1,10.91666667,5.5
NA,bamu1254,Africa,0,10.3537,5.87292
NA,bamu1256,Africa,0,10.5127,6.00203
NA,bamu1257,Multinesia,0,143.545,-7.93818
NA,bamw1238,Africa,0,19.1644,2.16773
NA,bana1288,Multinesia,0,121.05,17.5643
NA,bana1292,Multinesia,0,144.329,-4.56615
ban,bana1305,Africa,2,13.58333333,10.41666667
bna,bana1307,South America,4,-65,-7
NA,band1337,Australia,0,143.282,-30.0771
bca,band1339,Australia,2,153,-28.91666667
NA,band1340,Africa,0,-16.4245,12.5258
NA,band1342,Africa,0,23.0108,7.32924
NA,band1343,Africa,0,22.7568,6.63889
lnd,band1344,Africa,51,20.75,6.5
NA,band1345,Africa,0,23.9021,8.03339
NA,band1348,Africa,0,16.5907,3.95763
bnd,band1352,Africa,1,-10.25,8.083333333
NA,band1353,Multinesia,0,129.905,-4.55565
NA,band1355,Multinesia,0,133.142,-5.42138
bnl,bang1339,Australia,3,137,-32
NA,bang1345,Africa,0,28.3138,3.39956
NA,bang1347,Africa,0,14.7506,2.18716
NA,bang1348,Africa,0,11.2022,9.57157
NA,bang1350,Africa,0,27.2438,-4.31464
NA,bang1353,Africa,0,28.04453,3.3466
bob,bang1354,Africa,26,17.33333333,-1.333333333
NA,bang1356,Africa,0,10.667,6.0125
bgm,bang1363,Africa,6,-3.833333333,14.91666667
NA,bang1365,Multinesia,0,105.897,-1.73288
bgg,bang1368,Multinesia,6,123.1666667,-1.416666667
NA,bang1369,Eurasia,0,93.15,27.95
bnv,bani1254,South America,3,-67.56,5.26
bnw,bani1255,South America,3,-66.83333333,2.666666667
NA,banj1239,Multinesia,0,115.79,0.747105
NA,bank1251,Eurasia,0,103.296,16.911
bnk,bank1256,Africa,11,9.583333333,4.416666667
NA,bank1258,Africa,0,-5.50744,11.7497
NA,bank1259,Africa,0,-2.92,15.06
bnn,bann1247,Multinesia,31,155.25,-6.416666667
NA,bant1281,Eurasia,0,87.04738,27.12147
bnt,bant1286,Multinesia,4,124.75,1.416666667
NA,bant1288,Multinesia,0,122.034,12.5194
NA,bant1293,Multinesia,0,123.755,11.2144
NA,bant1298,Eurasia,0,102.06,21.725278
ble,baou1238,Africa,31,-5,7
NA,bape1239,Africa,0,-12.79,12.13
NA,bara1357,Eurasia,0,85.0584,28.3768
bbu,bara1361,Africa,34,27,3.5
NA,bara1362,Africa,0,10.6777,-2.49659
NA,bara1367,Multinesia,0,134.671,-6.7394
NA,bara1369,Africa,0,45.5937,-23.9716
kbr,bara1370,Multinesia,1,114.5,3.5
NA,bara1371,Multinesia,0,119.342,-1.5667
NA,bara1375,Multinesia,0,137.054,-2.28732
NA,bara1378,Multinesia,0,143.002,-8.4885
brs,bara1380,South America,112,-70.66666667,-0.166666667
NA,barb1242,South America,0,-78.4834,1.5206
cba,barb1263,North America,39,-120.25,34.5
NA,barc1235,Africa,0,-8.09378,4.67843
brd,bard1255,Australia,13,122.9166667,-16.58333333
bae,bare1276,South America,51,-67,1
NA,bare1279,Africa,0,17.911727,10.970124
mug,barg1252,Multinesia,7,145.75,-4.883333333
NA,bari1241,Africa,0,8.4331,11.989
bar,bari1284,Africa,53,31.66666667,5
NA,bari1286,Multinesia,0,148.666,-5.5087
NA,bari1290,Multinesia,0,148.454,-9.231
mti,bari1297,South America,2,-73,9
NA,bari1298,Multinesia,0,143.99279,-7.09739
NA,baro1252,Africa,0,9.25261,4.64584
NA,baro1253,Multinesia,0,152.193,-3.47672
NA,barr1247,Australia,0,144.531,-14.1219
NA,barr1251,South America,0,-72.044,6.12622
NA,barr1252,Australia,0,145.93,-30.1
bry,baru1267,Multinesia,15,145.9166667,-6.916666667
NA,baru1269,Multinesia,0,148.761,-9.40132
NA,barw1243,Africa,0,33.4534,-17.675
NA,barz1241,Eurasia,0,35.1536,31.7696
NA,basa1280,Africa,0,6.58105,9.94207
NA,basa1281,Africa,0,6.74865,10.2488
NA,basa1282,Africa,0,7.06183,8.03159
bas,basa1284,Africa,22,10.5,3.916666667
NA,basa1286,Multinesia,0,117.942,1.41405
NA,basa1287,Multinesia,0,121.857,25.0046
NA,bash1263,Eurasia,0,53,32
bsk,bash1264,Eurasia,58,58,53
NA,bask1236,Africa,0,36.5763,6.45774
bqb,basq1248,Eurasia,4,-3.833333333,43
bso,basq1250,Eurasia,4,-1.5,43.5
bsr,bass1258,Africa,11,-13,12.66666667
NA,bass1259,Africa,0,4.98331,10.3333
NA,bass1260,Africa,0,9.52275,5.23655
NA,basu1243,Eurasia,0,93.881454,29.986842
NA,bata1285,Africa,0,9.51011,1.397041
NA,bata1288,Multinesia,0,98.9083,3.04372
bto,bata1289,Multinesia,57,99,2.5
NA,bata1290,Multinesia,0,99.60248,1.66127
NA,bata1291,Multinesia,0,99.898,0.85805
alx,bata1292,Multinesia,1,97.83333333,3.666666667
bkr,bata1293,Multinesia,113,98.25,3.25
NA,bata1294,Multinesia,0,98.2427,2.51438
NA,bata1295,Multinesia,0,130.646,-0.862394
NA,bata1297,Multinesia,0,120.49,14.4153
ifu,bata1298,Multinesia,36,121.0833333,16.83333333
bat,bata1301,Multinesia,1,119.0833333,10.25
NA,bata1314,Africa,0,12.677,9.68091
NA,bate1261,Eurasia,0,72.92674,34.9582
NA,bate1262,Eurasia,0,102.382,4.8223
bth,bath1244,Eurasia,1,56,18
NA,bati1251,Africa,0,11.0591,4.25573
NA,bati1253,Multinesia,0,130.815,-3.61403
ttu,bats1242,Eurasia,54,45.5,42.5
NA,batu1255,Africa,0,10.9377,6.81588
NA,batu1258,Multinesia,0,134.784314,-5.814412
NA,batu1260,Multinesia,0,122.487151,-1.254442
NA,baub1235,Multinesia,0,109.985,1.54467
NA,bauc1238,Africa,0,6.61686,10.2077
NA,baur1251,Eurasia,0,75.8713,25.2977
NA,baur1252,Multinesia,0,161.863,-10.5826
baq,baur1253,South America,32,-64.16666667,-13.08333333
bau,bauu1244,Multinesia,2,145.6166667,-5.25
NA,bauw1240,Multinesia,0,148.815,-9.82577
bzi,bauz1241,Multinesia,32,137.5,-2.5
gau,bava1246,Eurasia,1,14,47
baw,bawm1236,Eurasia,98,92.25,22.5
NA,baya1257,Australia,0,151.699,-24.9793
NA,bayb1234,Multinesia,0,124.8086,10.6956
NA,bayg1239,Africa,0,25.22,11.13
NA,baym1241,North America,0,-122.419,37.784
NA,bayo1255,Africa,0,-16.3947,12.6881
NA,bayo1260,Multinesia,0,139.617,-5.21728
bxj,bayu1240,Australia,1,114,-23
NA,bazi1237,Eurasia,0,77.2213,25.2977
NA,beam1240,Multinesia,0,142.508,-6.14949
NA,beav1236,North America,0,-120.352,56.7984
NA,beba1238,Africa,0,9.73577,6.32256
NA,bebe1248,Africa,0,12.824,4.78874
NA,bebe1250,Africa,0,10.5646,6.74825
NA,bebe1252,Multinesia,0,150.323,-5.63282
NA,bebi1242,Africa,0,13.3848,4.86672
NA,bedi1235,Africa,0,-12.4796,12.7531
NA,bedj1245,Africa,0,17.2691,8.60006
NA,bedo1237,Multinesia,0,132.566,-2.74438
NA,beek1238,Africa,0,29.9842,3.18438
NA,beel1236,Africa,0,10.4204,10.1609
bee,beem1239,Africa,13,14.08333333,-3.916666667
NA,beez1238,Africa,0,10.109,6.81552
NA,befa1241,Africa,0,10.0342,6.27562
NA,begb1241,Africa,0,7.59566,9.40519
bej,beja1238,Africa,105,36,18
NA,beka1241,Multinesia,0,109.576,1.3307
NA,bekw1241,Africa,0,8.86489,6.73737
NA,bekw1242,Africa,0,14.6527,1.71801
blr,bela1254,Eurasia,30,28,54
NA,bela1255,Africa,0,27.6956,7.41311
NA,bela1256,Africa,0,27.8232,6.6503
NA,bela1260,Multinesia,0,114.933,4.96207
bel,belh1239,Eurasia,51,87.3,26.96666667
NA,beli1257,Africa,0,29.7954,6.40428
NA,beli1258,Multinesia,0,142.34,-3.67881
NA,beli1260,North America,0,-88.6281,17.3941
bco,bell1243,North America,51,-126.6666667,52.5
NA,bell1261,Eurasia,0,74.86354,13.64667
NA,beln1234,Africa,0,9.534716,9.221681
NA,belu1239,Africa,0,28.933744,1.314698
NA,bemb1255,Africa,0,29.0507,-4.49057
bem,bemb1257,Africa,14,28.25,-10
NA,bemb1258,Africa,0,28.08,-10
NA,bena1260,Africa,0,12.3972,9.74861
NA,bena1262,Africa,0,35.0364,-9.26671
beb,bena1264,Multinesia,2,145.5,-6.166666667
gim,benc1235,Africa,41,35.75,7
NA,bend1258,Africa,0,30.5926,-6.22082
NA,bend1260,Africa,0,30.3679,2.20229
kkl,beng1239,Multinesia,2,115.1666667,-8.25
ben,beng1280,Eurasia,53,90,24
bga,beng1282,Africa,3,9.416666667,1.166666667
bnq,beng1286,Africa,2,-4.25,7.833333333
NA,beng1287,Multinesia,0,130.091,-3.13924
NA,benl1235,Australia,0,147.787122,-41.326418
NA,bent1237,Multinesia,0,119.806,-4.76004
NA,bent1238,Africa,0,-2.94,14.78
NA,beny1237,Multinesia,0,109.753,0.78534
beo,beot1247,North America,3,-57,48
NA,bepo1240,Multinesia,0,145.442,-4.5985
brq,bera1259,Africa,6,30.03,1.5
NA,bera1261,Africa,0,15,12.5
NA,bera1262,Multinesia,0,117.934,1.6687
bdc,berb1259,South America,5,-58,5.333333333
NA,berb1261,Africa,0,-1.769086,15.278462
NA,beri1253,Multinesia,0,142.463,-4.41689
brk,beri1254,Multinesia,11,138.8333333,-2.25
bir,bero1242,Africa,57,8.833333333,9.666666667
ber,bert1248,Africa,51,34.66666667,10.33333333
NA,bert1249,Africa,0,25.83,14.67
mhm,besi1244,Multinesia,1,101.5,2.833333333
NA,besm1235,Africa,0,16.0938,9.59226
NA,beso1237,Multinesia,0,120.379,-1.60095
meb,beta1252,Multinesia,3,107,-6.5
NA,beta1253,Multinesia,0,139.255,-2.12422
NA,bete1261,Africa,0,9.74302,7.02128
NA,bete1262,Africa,0,9.20189,6.62037
NA,beti1248,Africa,0,-3.28627,5.26495
NA,beti1250,Africa,0,11.6896,3.22265
bti,beto1236,South America,24,-71.25,7.166666667
bkb,bett1235,Eurasia,10,76.75,11.5
bez,bezh1248,Eurasia,6,46.16666667,42.08333333
NA,bhad1241,Eurasia,0,75.8707,33.2851
NA,bhal1245,Eurasia,0,77.8268,21.2665
NA,bhar1241,Eurasia,0,83.1071,22.3429
NA,bhat1237,Eurasia,0,80.842,22.7174
NA,bhat1263,Eurasia,0,76.0311,32.4022
NA,bhat1265,Eurasia,0,82.24055,19.26078
NA,bhay1238,Eurasia,0,69.31,25.482
NA,bhel1238,Africa,0,28.6681,0.24553
bhi,bhil1251,Eurasia,4,73,22
NA,bhil1253,Eurasia,0,74.59014,22.58346
bho,bhoj1244,Eurasia,36,84,26
NA,bhot1235,Eurasia,0,78.5728,31.8503
NA,bhun1242,Eurasia,0,83.1614,21.2761
bfd,biaf1240,Africa,2,-15.16666667,11.41666667
NA,biag1234,Multinesia,0,147.6533,-8.8794
bik,biak1248,Multinesia,44,136,-1
NA,bial1238,Africa,0,1.08259,11.0382
NA,bian1249,Africa,0,34.3,-5.9
NA,bian1251,Multinesia,0,140.568,-7.35942
NA,bian1252,Multinesia,0,146.765,-7.33882
NA,biao1253,Eurasia,0,113.391,23.656
NA,biao1254,Eurasia,0,111.344,25.5309
NA,biao1256,Eurasia,0,113.469,24.6451
bit,biat1246,Multinesia,1,110,1.25
bid,bidi1241,Africa,26,18.75,11.91666667
NA,bidy1243,Australia,0,147.273359,-25.192664
NA,bidy1244,Africa,0,-16.1497,11.1097
NA,biem1237,Multinesia,0,144.816,-3.61342
NA,bier1244,Multinesia,0,168.154,-16.6663
NA,bier1246,Multinesia,0,168.232,-16.7867
NA,biet1238,Eurasia,0,92.94342,24.273507
NA,biga1237,Australia,0,149.515,-28.266
NA,biga1238,Multinesia,0,130.272,-1.99574
nbb,bign1238,Multinesia,9,167.2,-16.08333333
NA,biha1246,Eurasia,0,108.016667,12.483333
NA,biji1246,Africa,0,9.43876,9.54493
NA,bijo1238,Eurasia,0,84.1907,22.5904
NA,bika1251,Multinesia,0,142.945,-4.86
NA,biky1238,Africa,0,10.5333,6.74997
NA,bila1253,Eurasia,0,76.6739,31.3842
bia,bila1255,Africa,15,28.75,1
NA,bila1257,Multinesia,0,145.559,-4.93116
NA,bilb1241,Multinesia,0,145.764,-5.26505
NA,bilb1242,Multinesia,0,123.307,-10.6503
NA,bile1244,Africa,0,11.1907,8.90052
bnr,bili1250,Australia,7,131.6666667,-16
bln,bili1260,Africa,33,38.5,15.75
NA,bilm1238,Africa,0,13.0665,19.1
blx,bilo1248,North America,43,-88.66666667,30.5
NA,bilu1244,Multinesia,0,152.334,-4.39732
bil,bilu1245,Multinesia,32,156.6666667,-7.75
bim,bima1247,Multinesia,3,118.5,-8.5
NA,bimi1240,Multinesia,0,142.04,-5.38732
bmb,bimo1239,Africa,36,0,10.5
NA,bina1270,Africa,0,8.19726,10.2868
NA,bina1271,Multinesia,0,149.661,-10.2667
NA,bina1274,Multinesia,0,148.723092,-10.133855
NA,bina1275,Multinesia,0,148.835,-10.0874
bin,bina1277,Multinesia,17,148,-8.25
NA,bind1234,Australia,0,147.276395,-19.503533
NA,bind1235,Australia,0,147.269528,-19.678195
NA,bind1236,Australia,0,147.002766,-19.409007
NA,bine1240,Multinesia,0,142.893,-9.08879
big,bing1248,Africa,10,25,8
bni,bini1246,Africa,28,5.833333333,6.416666667
NA,binj1249,Africa,0,21.7,-6.7
NA,bino1237,Multinesia,0,120.876,17.5972
NA,bint1245,Multinesia,0,123.486,0.75069
NA,bint1246,Multinesia,0,113.634,3.867
bkd,binu1244,Multinesia,3,124.8333333,8.25
bnm,binu1245,Multinesia,1,146.0833333,-6.283333333
NA,bipi1237,Multinesia,0,146.398,-2.11115
NA,bira1253,Africa,0,37.025,5.29807
NA,bira1254,Multinesia,0,160.52,-9.73716
NA,birg1239,Africa,0,19.8182,12.0228
NA,birh1242,Eurasia,0,85.5611,23.585
bii,biri1256,Australia,37,146.5,-20.5
NA,biri1259,Multinesia,0,137.68,-2.92042
NA,birk1242,Africa,0,24.83,12.5
brz,birr1240,Africa,2,25.16666667,5.5
NA,birw1238,Africa,0,28.33,-22.17
NA,bise1238,Africa,0,6.51646,5.40296
NA,bish1244,Eurasia,0,92.0157,24.4578
NA,bish1246,Africa,0,9.79396,6.67251
NA,bisi1244,Multinesia,0,143.058,-4.46238
bsm,bisl1239,Multinesia,2,168,-16
NA,biso1243,Multinesia,0,143.213,-4.77763
bis,biss1248,Africa,15,-0.5,11.5
NA,bisu1244,Eurasia,0,99.9862,20.8542
biu,bisu1246,Eurasia,23,100,19.75
NA,bita1251,Africa,0,11.3072,6.87398
NA,bitt1240,Eurasia,0,101.916,21.3474
NA,bitu1242,Multinesia,0,142.71,-8.51839
NA,biwa1243,Multinesia,0,143.873,-4.39429
NA,biyo1243,Eurasia,0,101.652,22.511
NA,biyo1244,Multinesia,0,145.348,-5.79929
NA,blab1237,Multinesia,0,159.419,-8.15058
NA,blaf1238,Multinesia,0,141.226,-8.56161
NA,blag1240,Multinesia,0,124.251,-8.31787
NA,blan1242,Eurasia,0,99.7405,22.0092
NA,boan1242,Multinesia,0,127.953,-2.95535
NA,boan1243,Multinesia,0,120.992,0.51152
NA,bobo1254,Multinesia,0,130.179,-3.43514
NA,bobo1255,Multinesia,0,121.922,-0.36759
NA,bodo1266,Eurasia,0,82.8774,19.0745
gdb,bodo1267,Eurasia,4,83.66666667,19
bod,bodo1269,Eurasia,46,92,26.83333333
NA,bodo1272,Africa,0,26,6
NA,bofi1238,Africa,0,17.3032,4.02043
NA,boga1247,Multinesia,0,142.255,-5.54487
NA,boga1251,Africa,0,12.936,10.188
NA,bogh1241,Africa,0,10.11454,9.49679
NA,bogu1241,Africa,0,29.1344,4.49213
NA,boht1238,Eurasia,0,45.084,41.459
boi,boik1241,Multinesia,8,143.5,-3.5
boq,boka1249,Eurasia,5,94.66666667,28.5
NA,bokh1237,Eurasia,0,103.7,23.05
NA,boko1261,Africa,0,16.6721,4.75111
NA,boko1263,Africa,0,18.8806,1.51612
bok,boko1266,Africa,32,3.5,10.5
NA,boko1267,Africa,0,3.80058,9.52724
NA,boky1238,Africa,0,9.05875,6.10475
NA,bola1250,Multinesia,0,150.095,-5.55792
NA,bola1252,Multinesia,0,123.888,0.39044
NA,bolg1250,Eurasia,0,42.729234,48.671481
NA,bolg1251,Africa,0,18.8076,10.9025
NA,boli1236,South America,0,-67.57823,-16.38949
bol,boli1255,Africa,22,18.33333333,-1.25
NA,boli1256,Multinesia,0,119.853,16.3071
qbo,boli1262,South America,1,-66,-20
NA,bolo1261,Africa,0,15.0867,-10.3511
NA,bolo1262,Africa,0,18.4555,0.83463
NA,bolo1263,Africa,0,19.6181,2.46327
NA,bolo1266,Africa,0,-4.75524,11.8242
NA,bolo1268,Multinesia,0,117.293,2.75927
NA,boly1239,Eurasia,0,104.955,24.7013
NA,boma1246,Africa,0,17.45,-3.27
NA,boma1250,Africa,0,17.26,-3.42
NA,boma1251,Africa,0,16.92,-3.01
NA,bomb1261,Africa,0,18.5131,1.99315
NA,bomb1262,Africa,0,18.7841,2.40195
NA,bomi1238,Africa,0,17.3733,1.70044
NA,bomk1234,Africa,0,-11.59696,9.27518
NA,bomu1247,Africa,0,-4.538,12.3816
NA,bomw1238,Africa,0,15.9546,1.71005
bao,bona1250,Eurasia,21,102.8333333,35.75
NA,bona1255,South America,0,-58.468488,-2.047516
rem,bond1245,Eurasia,42,82,18
NA,bond1246,Africa,0,-2.87379,7.85945
NA,bond1247,Africa,0,38.5079,-5.10749
NA,bond1248,Africa,0,-3.32636,14.9066
NA,bone1254,Multinesia,0,121.792,-7.37657
NA,bone1255,Multinesia,0,139.208,-2.09529
NA,bong1282,Africa,0,19.5774,10.6577
NA,bong1284,Africa,0,16.6079,0.37063
bgo,bong1285,Africa,35,28.5,7.5
NA,bong1287,Multinesia,0,139.576,-2.28044
bgz,bong1289,Multinesia,6,117.1666667,7.25
bon,bong1291,Multinesia,14,145.9166667,-5.5
NA,boni1239,Eurasia,0,142.21,27.07
NA,bonj1234,Africa,0,17.6298,2.39823
NA,bonk1243,Africa,0,9.76306,4.66054
NA,bonk1244,Multinesia,0,146.738,-5.84007
NA,book1241,Multinesia,0,116.474,5.32519
NA,boon1242,Africa,0,43.1208,0.41988
NA,boor1242,Africa,0,17.5648,10.0904
NA,bopa1235,Multinesia,0,141.45,-4.32114
bor,bora1263,South America,6,-72.33333333,-2.166666667
orb,bora1271,Africa,5,38.5,4.5
kun,bord1248,South America,41,-77.33333333,8
NA,bore1247,Multinesia,0,144.715,-4.08697
NA,borg1235,Africa,0,3.988,9.801
boj,bori1243,Eurasia,13,94.75,28.33333333
NA,born1252,Africa,0,26.0814,1.79156
ssh,boro1277,Africa,4,36.16666667,10.41666667
NA,boro1279,Multinesia,0,147.511,-6.56688
brr,boro1282,South America,58,-57,-16
NA,boro1283,Africa,0,0.362291,7.496728
NA,boru1244,Africa,0,8.90506,8.9352
brc,boru1252,North America,2,-83.25,8.833333333
NA,bose1237,Multinesia,0,150.693,-9.44763
NA,bosn1248,Multinesia,0,144.647,-4.16201
NA,bote1238,Eurasia,0,84.348,27.7074
NA,botl1242,Eurasia,0,46.22,42.665
NA,boto1242,Multinesia,0,120.164,15.2315
NA,boun1243,Africa,0,-2.74627,8.46011
NA,boun1245,Multinesia,0,144.086,-5.8626
NA,boun1246,Multinesia,0,141.932259,-3.067293
yay,bouy1240,Eurasia,25,104.75,22.41666667
NA,bowa1234,Multinesia,0,147.14267,-2.03429
NA,brag1240,Multinesia,0,142.495,-3.48707
brh,brah1256,Eurasia,104,67,28.5
NA,braj1242,Eurasia,0,78.0813,26.4758
lsb,braz1236,South America,2,-48,-15
NA,brek1238,Eurasia,0,96.8365,19.0561
NA,brem1238,Multinesia,0,145.562,-4.67372
NA,brer1240,Multinesia,0,144.707,-4.73271
bre,bret1244,Eurasia,70,-3,48
bri,brib1243,North America,66,-83,9.416666667
NA,brib1244,North America,0,-83.05,9.4
bsl,brit1235,Eurasia,2,-1,52
bkt,brok1247,Eurasia,12,76.5,35.33333333
NA,brok1248,Eurasia,0,91.9972,27.3438
NA,brok1249,Eurasia,0,90.648,27.6544
NA,broo1238,Australia,0,122.233,-17.927
NA,broo1239,Multinesia,0,117.871,8.83891
NA,brun1235,Australia,0,147.247925,-43.373112
NA,brun1242,Multinesia,0,114.429505,4.456045
NA,brun1245,Multinesia,0,114.517,4.60791
NA,brun1247,North America,0,-84.821363,9.978549
NA,buaa1245,Africa,0,18.0821,9.92491
NA,bual1235,Eurasia,0,93.68,22.91
NA,buam1238,Africa,0,-3.50303,11.1687
bub,bube1242,Africa,7,8.666666667,3.5
NA,bubi1249,Africa,0,9.22304,4.02178
NA,bubi1250,Africa,0,12.32251,-1.16762
NA,bude1236,Eurasia,0,106.691,11.6917
NA,budi1249,Multinesia,0,153.689,-9.29802
NA,budo1241,Multinesia,0,119.327,-2.07756
bdk,budu1248,Eurasia,5,48.41666667,41.16666667
bdu,budu1250,Africa,17,28,2
bud,budu1265,Africa,44,14.5,13.5
NA,budz1238,Africa,0,22.6107,2.19951
NA,buen1244,North America,0,-119.23748,35.22038
NA,buga1247,Eurasia,0,104.963,23.6124
NA,buga1250,Multinesia,0,147.32,-6.67519
NA,bugh1239,Multinesia,0,159.802,-8.47948
bug,bugi1244,Multinesia,25,120,-4
bgl,bugl1243,North America,4,-81.25,8.5
bgn,bugu1246,Eurasia,14,92.58333333,27.5
NA,buhi1245,Multinesia,0,121.21,12.6396
NA,buhu1237,Multinesia,0,150.18,-10.5074
NA,bujh1238,Eurasia,0,84.5068,28.0084
mta,buka1257,Multinesia,4,111,1.25
NA,buka1261,Multinesia,0,113.246,1.29075
NA,bukh1238,Eurasia,0,64,41
NA,buki1247,Multinesia,0,115.64,-2.75049
NA,buki1248,Multinesia,0,114.895,2.34947
arp,buki1249,Multinesia,122,143.1666667,-3.466666667
NA,buks1238,Eurasia,0,79.4233,29.0853
buk,buku1249,Africa,3,34.66666667,0.75
NA,bukw1238,Africa,0,10.2006,6.9415
bnu,bula1255,Australia,19,138,-21
NA,buld1238,Africa,0,33.710946,9.267004
NA,bulg1240,Eurasia,0,25.0026,42.7918
bul,bulg1262,Eurasia,84,25,42.5
NA,bulg1265,Multinesia,0,146.403,-5.69713
buy,buli1254,Africa,18,-1.25,10.5
bui,buli1255,Multinesia,11,128.5,1
NA,buli1260,Africa,0,9.77206,10.22809
NA,bull1247,Africa,0,-13.16,9
NA,bulo1242,Eurasia,0,106.798,11.9777
buw,bulu1251,Africa,7,11,3
NA,bulu1253,Multinesia,0,150.101,-5.06134
NA,buma1244,Africa,0,9.36028,6.4491
NA,buma1247,Eurasia,0,103.34,23.02
NA,bumb1241,Multinesia,0,142.859,-3.65508
NA,bumm1238,Africa,0,10.418,6.48655
NA,bumt1240,Eurasia,0,90.8037,27.6494
NA,buna1273,Eurasia,0,107.711,24.1025
bnb,buna1275,Australia,17,125.75,-17.75
NA,buna1276,Multinesia,0,151.066,-10.0761
NA,buna1277,Multinesia,0,144.119,-3.95553
NA,buna1278,Multinesia,0,125.216,-9.13618
NA,bund1253,Eurasia,0,78.9542,24.8982
NA,bung1259,Africa,0,11.6389,6.40736
NA,bung1264,Australia,0,140.5,-36.5
NA,bung1265,Africa,0,32.8801,-8.32587
NA,bung1269,Multinesia,0,122.212,-3.22197
NA,bung1270,Multinesia,0,143.796,-3.69674
NA,bunn1240,Multinesia,0,143.892,-4.51885
NA,buno1241,Africa,0,-3.49,14.43
NA,bunu1267,Multinesia,0,121.025,23.4116
NA,buol1237,Multinesia,0,121.519,0.97727
bua,bura1267,Australia,39,134.5833333,-12.25
NA,bura1269,Africa,0,20.7161,4.42283
NA,bura1271,Africa,0,11.0698,9.49451
NA,bura1273,Africa,0,34.1,-3.9
NA,bura1276,Multinesia,0,136.038,-2.79301
bpa,bura1292,Africa,1,12.25,10.5
NA,bura1295,Africa,0,12.28484,10.478601
NA,burd1238,Australia,0,114.658,-22.9646
NA,bure1242,Africa,0,10.4554,10.4603
brj,burj1242,Africa,4,37.83333333,5.5
NA,burk1234,Africa,0,-1.5238,12.363514
NA,burm1262,Eurasia,0,95.897864,21.31928
NA,burm1263,Multinesia,0,167.73124,-16.41653
NA,burm1264,Multinesia,0,138.203,-2.47582
bur,buru1296,Eurasia,140,74.5,36.5
NA,buru1299,Africa,0,10.8617,7.01091
NA,buru1301,Africa,0,33.921,10.725
buu,buru1303,Multinesia,25,126.5,-3.5
NA,buru1304,Multinesia,0,117.012,3.36912
bmr,buru1306,Multinesia,4,147.3333333,-6.5
NA,buru1307,Multinesia,0,140.03,-5.12217
